ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
AAPL,What Unilever shares with Google and Apple,"Unilever, a consumer-products giant, comes in at No. 3 on LinkedIn's list of most sought-after employers, just behind Google and Apple. CEO Paul Polman attributes this success to Unilever's strong sense of purpose, which attracts talent, especially Millennials, and drives the company's core strategy to positively impact the environment and public health. This purpose-driven approach, despite challenges from short-term investor pressures, has led to increased job applications, improved employee engagement, and ambitious sustainability goals.",https://fortune.com/2015/01/07/what-unilever-shares-with-google-and-apple/,Fortune,Fortune,20150107T094251,,0.243419,Somewhat-Bullish,0.730729,0.301637,Somewhat-Bullish
AAPL,Can the stylish folks at Warby Parker rescue Google Glass from dork purgatory?,"Google is reportedly collaborating with eyewear start-up Warby Parker to redesign Google Glass and improve its public image. The article discusses Google Glass's current image problem, where even models look dorky wearing it, and suggests that stylish design, similar to Warby Parker's aesthetic, could help integrate the technology into everyday life. It also compares Google Glass to Nike's FuelBand, highlighting the importance of subtle design in new technology adoption.",https://theweek.com/articles/467405/stylish-folks-warby-parker-rescue-google-glass-from-dork-purgatory,The Week,The Week,20150108T000000,,0.096455,Neutral,0.590317,-0.083852,Neutral
AAPL,Exclusive: Fortune 500’s newest woman CEO talks about her first 90 days on the job,"Lisa Su, the first female CEO of Advanced Micro Devices (AMD) and one of 25 women CEOs in the Fortune 500, discusses her first 90 days leading the company. She outlines her vision for AMD to become a technology leader in diverse applications beyond just PCs, focusing on innovation and differentiating the company in the rapidly changing tech landscape. Su also shares her perspective on being a female CEO in the semiconductor industry and her aspirations for AMD's future success.",https://fortune.com/2015/01/08/lisa-su-advance-micro-devices-ceo/,Fortune,Fortune,20150108T075650,,0.158484,Somewhat-Bullish,0.565961,0.125723,Neutral
AAPL,Infosys CEO Vishal Sikka gifted 3000 sets of iPhone 6 to employees,"Infosys CEO Vishal Sikka gifted 3000 sets of Apple iPhone 6 to top-performing employees on January 9, 2015, along with an e-mail. This gesture by Sikka is part of broader efforts to address the high attrition rate at Infosys, which stood at 20.1 percent as of September 2014. The company is also implementing other strategies to retain employees, such as quarterly promotions and increased employee involvement in decision-making.",https://www.indiatoday.in/education-today/gk-and-current-affairs/story/infosys-ceo-vishal-sikka-gifts-3000-iphone-6s-to-employees-235039-2015-01-10,India Today,India Today,20150110T144700,,0.265095,Somewhat-Bullish,0.721398,0.120477,Neutral
AAPL,How 7 major tech companies have performed under new CEOs,"This article reviews the performance of seven major tech companies—Apple, Google, Yahoo, Hewlett-Packard, AMD, Symantec, and BlackBerry—under their new CEOs appointed in the past two years. It assesses their financial results, stock performance, and strategic directions, highlighting both successes and ongoing struggles. The analysis provides a snapshot of how leadership changes impacted these tech giants.",https://theweek.com/articles/463466/how-7-major-tech-companies-have-performed-under-new-ceos,The Week,The Week,20150111T075651,,-0.072806,Neutral,0.718772,0.134817,Neutral
AAPL,What Microsoft is buying with its $7.2 billion Nokia purchase,"Microsoft announced its plan to acquire Nokia's handset and services business for $7.2 billion, aiming to strengthen its position in the mobile market. This move allows Microsoft to control the hardware for its Windows Phone operating system, similar to Apple's strategy, and potentially brings Stephen Elop back into a leadership role within the company. The acquisition is seen as a strategic bet for Microsoft to gain relevance in the mobile age, despite skepticism regarding its potential impact on market share.",https://theweek.com/articles/460499/what-microsoft-buying-72-billion-nokia-purchase,The Week,The Week,20150111T091143,https://theweek.com/articles/460499/what-microsoft-buying-72-billion-nokia-purchase,0.05659,Neutral,0.701707,0.345981,Somewhat-Bullish
AAPL,"Apple, Google, Intel, Adobe Reach New Deal in Employee Poaching Suit","Apple, Google, Intel, and Adobe have agreed to pay $415 million to resolve a class-action lawsuit alleging they illegally colluded to prevent employee poaching. This new settlement revises an earlier $324.5 million agreement that was rejected by a U.S. District Judge as inadequate. If approved, it would avert a potentially embarrassing trial for the tech companies.",https://www.nbcnews.com/business/business-news/apple-google-intel-adobe-reach-new-deal-employee-poaching-suit-n287241,NBC News,NBC News,20150115T185600,,-0.320526,Somewhat-Bearish,0.948653,-0.340083,Somewhat-Bearish
AAPL,SanDisk Stock Hits Bargain Territory (SNDK),"SanDisk Corp. (SNDK) is identified as an ""unloved"" stock due to a recent 15% drop, but experts view it as a great value and long-term investment. Despite recent revenue warnings and market turmoil, the company's strong position in the growing flash memory market and expansion into flash data centers, including marquee clients Apple and Facebook, make it an attractive buy. Investors might consider waiting for its Jan. 21 earnings report, though the current price offers a good entry point for a potential 32% gain.",https://moneymorning.com/2015/01/16/sandisk-stock-hits-bargain-territory-sndk/,MoneyMorning.com,MoneyMorning.com,20150116T093155,,0.39517,Bullish,0.625405,0.329454,Somewhat-Bullish
AAPL,Renew blue: Best Buy’s turnaround strategy,"Best Buy launched its ""renew blue"" strategy in 2012 to improve its financial position by strengthening vendor relationships, revamping stores, increasing same-store sales, and growing its online business. This strategy has already generated significant cost reductions and involves unique partnerships with suppliers like Samsung and Microsoft to create ""stores-within-a-store."" The company continues to focus on cost reduction, online sales expansion, and improving store traffic as part of its ongoing turnaround efforts.",https://marketrealist.com/2015/01/renew-blue-best-buys-turnaround-strategy/,Market Realist,Market Realist,20150119T143300,,0.168306,Somewhat-Bullish,0.737314,0.122122,Neutral
AAPL,CloudOn app to shut down after Dropbox acquisition,"Dropbox has acquired CloudOn Inc., an Israel-based startup, and plans to shut down its product offering while absorbing its team. This move follows a partnership between Dropbox and Microsoft to enable mobile editing of Office documents directly in Dropbox, and CloudOn's collaboration tool, which previously offered an Office alternative, faces reduced market viability due to Microsoft's native iOS Office applications. The CloudOn app will discontinue service on March 15 and is no longer accepting new customers.",https://www.techtarget.com/searchmobilecomputing/news/2240238807/CloudOn-app-to-shut-down-after-Dropbox-acquisition,TechTarget,TechTarget,20150123T094238,,0.152971,Somewhat-Bullish,0.745592,0.114602,Neutral
