ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
TSLA,Electric-Car Pioneer Elon Musk Charges Head-On at Detroit,"Elon Musk, CEO of Tesla Motors, is making a significant push in the electric vehicle market, aiming to sell 500,000 vehicles annually by 2020. His return to Detroit for a public appearance highlights the increasing competition with traditional automakers, notably General Motors, which showcased a new electric car at the Detroit auto show. Tesla's stock market value has grown sixfold in the past two years, underscoring its rising prominence in the industry.",https://www.wsj.com/articles/electric-car-pioneer-elon-musk-charges-head-on-at-detroit-1421033527?gaa_at=eafs&gaa_n=AWEtsqfa71k6Hkg3FvRf3yaR-puevraMg_jFv1L5gTxaQjFTSvhNhwqXdk34&gaa_ts=69087c49&gaa_sig=GDBy_6GaB_nMUiF6dm0Ojs2PVzvZYXRmW1UWwMDERkrwXflrkqjM84-0LqIam-R0WkX1ayaquP30YziJgUI0aA%3D%3D,The Wall Street Journal,The Wall Street Journal,20150111T094235,,0.105431,Neutral,1.000000,0.345896,Somewhat-Bullish
TSLA,"JetBlue to link Reno, New York City with daily flights","JetBlue Airways announced new daily nonstop flights linking Reno with John F. Kennedy International Airport starting May 28, marking the first-ever daily direct service between the two cities. This new route is anticipated to be a ""game changer"" for Reno's economy, boosting tourism, economic development, and business travel by providing direct access to the lucrative New York market. JetBlue also plans to offer competitive fares, with promotional one-way tickets starting at $89.",https://www.rgj.com/story/money/business/2015/01/13/game-changer-jetblue-link-reno-new-york-city/21693127/,Reno Gazette Journal,Reno Gazette Journal,20150113T085146,,0.397152,Bullish,0.608701,0.505274,Bullish
TSLA,Blog recap: Tesla exec Elon Musk speaks in Detroit,"Elon Musk, CEO of Tesla, is speaking at the Automotive News World Congress in Detroit, two years after his last visit to the city. Tesla Motors has seen significant growth in that time, leading one analyst to call it ""the world's most important car company."" Freep reporters will be live blogging the event from the North American International Auto Show.",https://www.freep.com/story/money/cars/detroit-auto-show/2015/01/13/tesla-elon-musk-detroit-auto-show-naias/21692253/,Detroit Free Press,Detroit Free Press,20150113T094236,,0.441692,Bullish,1.000000,0.402696,Bullish
TSLA,Tesla stock plunges after it posts $108-million quarterly loss,"Tesla Motors Inc. reported a significant loss of $107.6 million in the fourth quarter and $294 million for the full year, despite a 56% increase in quarterly revenue, due to heavy investments in new models and factories. CEO Elon Musk attributed the losses to a ""delivery shortfall"" caused by severe weather, shipping problems, and development glitches. Analysts expressed concerns as Tesla missed investor expectations, leading to a drop in its stock price.",https://www.latimes.com/business/autos/la-fi-hy-telsa-fourth-quarter-earnings-20150210-story.html,Los Angeles Times,Los Angeles Times,20150211T162900,,0.04579,Neutral,0.330004,0.031097,Neutral
TSLA,Tesla Motors Inc. (TSLA) Is Sinking After Unexpected Q4 Loss,"Tesla Motors Inc. (TSLA) reported an unexpected adjusted loss of $0.13 per share for the fourth quarter, contrasting with a profit of $0.33 per share in the previous year and analyst expectations of $0.31. This news led to a sharp decline in the stock price, which dropped 16.80 to $196.00 on above-average volume, reaching a two-week low.",https://www.rttnews.com/amp/2455989/tesla-motors-inc-tsla-is-sinking-after-unexpected-q4-loss.aspx,RTTNews,RTTNews,20150212T094200,,-0.425045,Bearish,1.000000,-0.401122,Bearish
TSLA,Tesla Motors Nearly Doubled Staff In 2014,"Tesla Motors nearly doubled its staff in 2014, growing from 5,859 to 10,161 employees, as it pursued ambitious global growth targets of 500,000 sales in a few years from 33,000 in 2014. This surge in hiring led to significant increases in selling, general, and administrative expenses, which more than doubled, and a substantial rise in research and development spending.",https://www.wsj.com/articles/tesla-motors-nearly-doubled-staff-in-2014-1425072207?gaa_at=eafs&gaa_n=AWEtsqcBtebMC-iLqQfYX1Ak1BEpwsL11JeBW9odWeoeV8G-zRU1q7ekwKON&gaa_ts=69087c23&gaa_sig=Nz8vhZ3fi08PHHAvpKIDriiQMLPpg7ib6HBlpSksAa9UoSEsUAzTpj4YPMy5Klq8Py-wixdCnBeA39H6Ohr86Q%3D%3D,The Wall Street Journal,The Wall Street Journal,20150227T094233,,0.32419,Somewhat-Bullish,1.000000,0.340125,Somewhat-Bullish
TSLA,Apple’s new electric car could give Tesla a run for its money,"Apple Inc. is reportedly developing an electric car, codenamed ""Titan,"" which could significantly increase competition in the electric vehicle market, especially for Tesla Motors Inc. While Apple has released no details on design or pricing, its entry is expected to make electric cars more mainstream and could prompt Tesla to accelerate its own developments. Despite potential competition, Tesla CEO Elon Musk has historically welcomed new entrants, believing it expands the overall market for electric vehicles.",https://peninsulapress.com/2015/03/02/apple-new-electric-car-and-tesla/,Peninsula Press,Peninsula Press,20150302T094235,,0.088861,Neutral,1.000000,0.089677,Neutral
TSLA,"Tesla Motors Stock Price: Volatile, but a Long-Term Win","This article discusses the volatile nature of Tesla Motors Inc. stock (TSLA) but argues for its strong long-term potential due to its disruptive technology and ambitious projects like the Gigafactory and home batteries. Despite short-term fluctuations and analyst ""Underperform"" ratings, experts believe Tesla is a game-changer in both the auto and energy sectors, making it a compelling investment for patient investors. The stock's potential for significant growth is hinged on its ability to drive down battery costs and expand into new markets beyond luxury vehicles.",https://moneymorning.com/2015/03/02/tesla-motors-stock-price-volatile-but-a-long-term-win/,Money Morning,Money Morning,20150302T094236,,0.326964,Somewhat-Bullish,1.000000,0.304518,Somewhat-Bullish
TSLA,"NVIDIA CEO Talks Titan X, Next-Gen Pascal, Deep Learning And Elon Musk At GTC 2015","NVIDIA CEO Jen-Hsun Huang's GTC 2015 keynote covered deep learning, the GeForce GTX Titan X's launch at $999, and upcoming Pascal GPU architecture features like 3D-stacked memory and NVLink. The presentation also highlighted the Digits DevBox and included a discussion with Tesla CEO Elon Musk on autonomous vehicles and AI.",https://hothardware.com/news/nvidia-ceo-jen-hsun-huang-keynote-titan-x-next-gen-pascal-arch-deep-learning-and-elon-musk,HotHardware,HotHardware,20150317T193200,,0.346951,Somewhat-Bullish,0.707323,0.237210,Somewhat-Bullish
TSLA,Tesla CEO Elon Musk and Nvidia CEO Jen-Hsun Huang declare self-driving cars “solved”,"Tesla CEO Elon Musk and Nvidia CEO Jen-Hsun Huang discussed the future of self-driving cars at the 2015 GPU Technology Conference. Musk stated that autonomous driving is a ""solved problem"" and addressed the challenges in urban environments and the lengthy transition period for the automotive industry. Huang highlighted Nvidia's new technologies like Titan X and Drive PX, emphasizing the car as a ""software computer on wheels.""",https://fortune.com/2015/03/18/tesla-elon-musk-and-nvidia-ceoself-driving-cars/,Fortune,Fortune,20150318T091158,,0.354413,Bullish,0.901392,0.305835,Somewhat-Bullish
