ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
AAPL,"WSJ News Exclusive | General Motors’ Credit Card, Brought to You by Goldman Sachs","Goldman Sachs is acquiring General Motors' credit-card business for approximately $2.5 billion, marking its second co-branded credit card venture after the Apple card launch. This deal will transfer over a million GM cardholders and about $8.5 billion in annual spending to Goldman. The acquisition further solidifies Goldman's expansion into Main Street lending, even as it navigates economic uncertainties due to the coronavirus pandemic.",https://www.wsj.com/finance/banking/general-motors-credit-card-brought-to-you-by-goldman-sachs-11601575609?gaa_at=eafs&gaa_n=AWEtsqcJaosCyJHyCL9DenVTQJTKDF4UZ5iOVVVMTmhUqJB96gQM5pmRej1P&gaa_ts=6907ddcd&gaa_sig=QHFnvK-hWFB5EQpTgZB7CzPGqk_zwuSyZRtpRbfRWgk61Wd-NvRq4OEz_0i2lYs-1GI7p6m_prO5t2Ei5wQVEQ%3D%3D,The Wall Street Journal,The Wall Street Journal,20200101T000000,,0.038747,Neutral,0.617214,-0.114943,Neutral
AAPL,"WSJ News Exclusive | General Motors’ Credit Card, Brought to You by Goldman Sachs","Goldman Sachs is buying General Motors' credit-card business for approximately $2.5 billion, marking its second co-branded credit card venture after the Apple Card. This deal will give Goldman over a million new cardholders and their significant annual spending. The transaction is expected to finalize in the coming weeks, with Goldman aiming to cross-sell its own financial products to the new customer base.",https://www.wsj.com/finance/banking/general-motors-credit-card-brought-to-you-by-goldman-sachs-11601575609?gaa_at=eafs&gaa_n=AWEtsqf6CHIg169s0NeDxXVCj5Vwk1SFycnmqHOzqz9siOB7PFxCsvYQxNYQ&gaa_ts=6907ddcf&gaa_sig=BH7_kIKryqMM8H4-J-z39MzY2JouUfUouxFdrrj6ntFlAk-mei37f2rCfvzcoC3XeE_VjZtSXnOZmlcrtDp_0Q%3D%3D,The Wall Street Journal,The Wall Street Journal,20200101T000000,,0.203026,Somewhat-Bullish,0.625764,0.138098,Neutral
AAPL,"WSJ News Exclusive | General Motors’ Credit Card, Brought to You by Goldman Sachs","Goldman Sachs is acquiring General Motors' credit card business for approximately $2.5 billion, marking a significant step in the investment bank's expansion into Main Street lending. This deal makes the GM card Goldman's second co-branded credit card, following its successful Apple Card launch. The acquisition will bring over a million GM cardholders and around $8.5 billion in annual spending to Goldman Sachs.",https://www.wsj.com/finance/banking/general-motors-credit-card-brought-to-you-by-goldman-sachs-11601575609?gaa_at=eafs&gaa_n=AWEtsqfeQALrl-6IaYtgGzK70vXv28J3AmE5gdzx9n4L7siv01tY8jY96FsG&gaa_ts=6907ddcf&gaa_sig=tfLlnKptwS8xPqxWB7AuIv0S1XrHu27SuBmb75eWajpV0JbtUzcKbfMy6BYrfMicx3mlVkqX7rxTynQNXquYag%3D%3D,The Wall Street Journal,The Wall Street Journal,20200101T000000,,0.271368,Somewhat-Bullish,0.630803,0.210074,Somewhat-Bullish
AAPL,"The inside story of the ‘AppStore’, Salesforce’s Marc Benioff, and a gifted URL to Steve Jobs","This article details how Salesforce CEO Marc Benioff came up with the ""AppStore"" concept and registered the domain AppStore.com years before Apple's App Store launched, following advice from Steve Jobs in 2003. Although Salesforce ultimately used ""AppExchange"" due to customer feedback, Benioff later gifted the AppStore.com domain to Steve Jobs when Apple unveiled its own App Store in 2008. The story highlights the shared foresight between the two tech leaders regarding a software ecosystem model.",https://9to5mac.com/2020/01/02/marc-benioff-app-store-before-apple-steve-jobs-help/,9to5Mac,9to5Mac,20200102T074800,,0.293376,Somewhat-Bullish,0.847840,0.243375,Somewhat-Bullish
AAPL,Insight Partners in Negotiation for a Stake in Gaming Company Moon Active,"Insight Partners is in advanced negotiations to acquire an 8%-10% stake in Israeli gaming company Moon Active Ltd. The deal is based on a company valuation of approximately $1.2 billion, with Insight Partners expected to pay between $100 million and $120 million to existing shareholders. Moon Active, known for its popular mobile game Coin Master, generates significant revenue, with key investors including Gigi Levy-Weiss.","https://www.calcalistech.com/ctech/articles/0,7340,L-3777289,00.html",CTech,CTech,20200108T103000,,0.131228,Neutral,0.604213,0.130698,Neutral
AAPL,American Tower not ruffled by Apple’s reported satellite efforts,"American Tower's CEO, Jim Taiclet, dismisses Apple's rumored satellite initiative, stating that direct satellite-to-device connectivity is unlikely to be economically scalable outside of niche, low-density scenarios. He asserts that macro towers remain the optimal technical solution for mobile architecture in most common environments. Taiclet also discussed American Tower's exploration of edge computing opportunities by leveraging its tower infrastructure for future storage and processing needs.",https://www.fierce-network.com/wireless/direct-satellite-to-device-networks-not-scalable-american-tower-ceo-says,Fierce Network,Fierce Network,20200108T111500,,0.089523,Neutral,0.734729,-0.135617,Neutral
AAPL,SP Funds S&P 500 Sharia Industry Exclusions ETF,"This page provides a comprehensive profile of the SP Funds S&P 500 Sharia Industry Exclusions ETF (SPUS), detailing its stock profile, price, dividend, valuation, expenses, holdings, and ESG performance. It also includes comparative analyses with other ETFs in its category and segment, historical trading data, fund flows, AUM influence, and technical indicators. The ETF tracks the S&P 500 Shariah Industry Exclusions Index and has an inception date of December 18, 2019.",https://etfdb.com/etf/SPUS/,ETF Database,ETF Database,20200110T075244,,0.126597,Neutral,0.618742,0.103280,Neutral
AAPL,"The Mighty Apple, Google, Tesla, Dell and Microsoft in “the dock” - A Look At the Child Labour Lawsuit","A landmark class-action lawsuit has been filed against Apple, Google, Tesla, Dell, and Microsoft, alleging their complicity in child labor practices within the cobalt mines of the Democratic Republic of Congo (DRC). The International Rights Advocates (IRA) are seeking injunctive relief and damages on behalf of child victims, arguing that these tech giants knowingly benefit from and aid in the exploitation of young children. The lawsuit highlights the horrific conditions faced by child miners and seeks comprehensive relief, including medical care, monitoring, and environmental cleanup, while asserting U.S. jurisdictional basis given the companies' operations and alleged willful ignorance.",http://opiniojuris.org/2020/01/13/the-mighty-apple-google-tesla-dell-and-microsoft-in-the-dock-a-look-at-the-child-labour-lawsuit/,Opinio Juris,Opinio Juris,20200113T222637,,-0.622891,Bearish,0.939022,-0.624582,Bearish
AAPL,Jabil: Diversified Manufacturer Growing with Technology,"Jabil Inc. is a leading diversified manufacturing services company with nearly $26.3 billion in revenue, specializing in automated, continuous flow manufacturing for major tech companies like Apple and HP. The company is broken into EMS and DMS segments and is growing rapidly in areas like 5G, IoT, and 3D printing. Jabil's diversified portfolio and strategic acquisitions, such as medical device manufacturing facilities from Johnson & Johnson, position it for continued growth despite risks related to its footprint in China.",https://www.equities.com/impact-investing/jabil-is-a-diversified-manufacturing/,Equities.com,Equities.com,20200113T223656,,0.333473,Somewhat-Bullish,0.748236,0.317545,Somewhat-Bullish
AAPL,"Capitalism 'will fundamentally be in jeopardy' if business does not act on climate change, Microsoft CEO Satya Nadella says","Microsoft CEO Satya Nadella asserts that capitalism is in jeopardy if businesses fail to address climate change, emphasizing that corporations must find profitable solutions to planetary problems. Microsoft has committed to being carbon negative by 2030, investing $1 billion in carbon-removal technology, and CFO Amy Hood views these initiatives as ""good return investments."" This stance aligns with a growing trend of companies and investors prioritizing sustainability alongside financial performance.",https://www.cnbc.com/2020/01/16/microsoft-ceo-capitalism-is-in-jeopardy-if-we-do-not-act-on-climate-change.html,CNBC,CNBC,20200116T183900,,0.281592,Somewhat-Bullish,0.612165,0.211938,Somewhat-Bullish
