ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
NVDA,Nvidia to release three new GeForce GTX graphics cards this month,"Nvidia plans to introduce three new GeForce GTX graphics cards later this month: the GeForce GTX 960, GeForce GTX 960 Ti, and GeForce GTX 965 Ti. These cards will target different market segments with varying performance levels, powered by GM206 and cut-down GM204 graphics processors. The success of the GTX 960 will largely depend on its pricing.",https://www.kitguru.net/components/graphic-cards/anton-shilov/nvidia-to-release-three-new-geforce-gtx-graphics-cards-this-month/,KitGuru,KitGuru,20150103T091159,,0.252369,Somewhat-Bullish,1.000000,0.290933,Somewhat-Bullish
NVDA,"Nvidia details Tegra X1: 8 cores, 256 stream processors, 4K video and 20nm","Nvidia introduced its latest Tegra X1 system-on-chip for mobile devices, featuring ARMv8 64-bit cores, Maxwell architecture graphics with 256 stream processors, and support for 4K video. The chip also handles up to six camera inputs with 100MP sensors, making it suitable for automotive applications. Manufactured using 20nm process technology, the Tegra X1 is a powerful mobile processor, although it lacks integrated broadband technology.",https://www.kitguru.net/lifestyle/mobile/laptops/anton-shilov/nvidia-details-tegra-x1-8-cores-256-stream-processors-4k-video-and-20nm/,KitGuru,KitGuru,20150105T091158,,0.014746,Neutral,0.306820,0.018256,Neutral
NVDA,"MSI sells 100 millionth Nvidia GeForce adapter, unveils limited edition graphics card","MSI announced that it has sold over 100 million graphics cards based on Nvidia's GeForce processors and to celebrate, the company is releasing a special edition GeForce GTX 970 Gaming 100ME graphics card. This limited edition card will feature improved performance and a unique green color scheme. The article speculates on whether Nvidia will allow MSI to overclock the memory beyond typical limits for this special release.",https://www.kitguru.net/components/graphic-cards/anton-shilov/msi-sells-100-millionth-nvidia-geforce-adapter-unveils-limited-edition-graphics-card/,KitGuru,KitGuru,20150105T091158,,0.326324,Somewhat-Bullish,1.000000,0.440534,Bullish
NVDA,The GTX 970/980 Maxwell GPUs Light Up With Nouveau On Linux 3.19,"This article details the initial support for NVIDIA's GeForce GTX 970 and GTX 980 Maxwell GPUs in the Linux 3.19 kernel via the open-source Nouveau DRM driver. While this initial support is limited to kernel mode-setting without hardware acceleration, due to pending NVIDIA firmware, testing confirmed successful mode-setting on Ubuntu 14.10. Full hardware acceleration and re-clocking capabilities are anticipated in future updates, despite current limitations.",https://www.phoronix.com/news/MTg4NTg,Phoronix,Phoronix,20150110T171800,,0.337785,Somewhat-Bullish,0.911911,0.344174,Somewhat-Bullish
NVDA,Specs and performance of Nvidia GeForce GTX 960 revealed,"A Chinese website has reportedly leaked the specifications and preliminary benchmarks of Nvidia's upcoming GeForce GTX 960 graphics card. The new GPU, based on the GM206, is expected to offer performance comparable to the GeForce GTX 680 and GTX 770, potentially at a $200 price point, making it a competitive option despite its 128-bit memory controller. The article cautions that these are unofficial leaks and performance in 3DMark benchmarks may not accurately reflect real-world gaming.",https://www.kitguru.net/components/graphic-cards/anton-shilov/specs-and-performance-of-nvidia-geforce-gtx-960-revealed/,KitGuru,KitGuru,20150114T091159,,0.204628,Somewhat-Bullish,0.921610,0.235591,Somewhat-Bullish
NVDA,Supermicro X10DRG-Q Review – GPU Compute Server Motherboard,"This article reviews the Supermicro X10DRG-Q, a GPU compute server motherboard designed for platforms requiring multiple PCIe accelerator cards like Tesla, Xeon Phi, or NVIDIA GPUs. The review details the motherboard's unique features, test configuration, thermal performance, and integrated management capabilities. The author concludes that the X10DRG-Q excels in accommodating high-powered PCIe expansion cards and is a top choice for quad Xeon Phi or Tesla/Quadro solutions.",https://www.servethehome.com/supermicro-x10drg-q-review-gpu-compute-server-motherboard/,ServeTheHome,ServeTheHome,20150121T093152,,0.309028,Somewhat-Bullish,0.641737,0.332008,Somewhat-Bullish
NVDA,iQIYI.com and NVIDIA Announce Establishment of the iQIYI-NVIDIA Research and Development Center,"iQIYI, a subsidiary of Baidu, and NVIDIA have announced a strategic partnership to establish the iQIYI-NVIDIA Research and Development Center. This collaboration aims to enhance iQIYI's deep learning and media cloud computing capabilities using NVIDIA's GPUs and deep learning architecture. The center will focus on improving iQIYI's video platform for a more personalized viewing experience for Chinese users, deploying technologies like machine learning, cloud rendering, cloud gaming, and virtual desktop infrastructure.",https://www.prnewswire.com/news-releases/iqiyicom-and-nvidia-announce-establishment-of-the-iqiyi-nvidia-research-and-development-center-300024798.html,PR Newswire,PR Newswire,20150123T051300,http://photos.prnewswire.com/prnh/20150123/170952,0.216834,Somewhat-Bullish,0.879946,0.496793,Bullish
NVDA,Nvidia vows to boost GeForce GTX 970 performance with driver update,"Nvidia has promised to address memory allocation issues and boost the performance of its GeForce GTX 970 graphics card through a new driver update. This comes after the company admitted to misrepresenting the card's specifications, including its memory architecture, actual memory bandwidth, and raster operations pipelines. While acknowledging the misstatement, Nvidia emphasizes that the GeForce GTX 970 still performs well in most scenarios.",https://www.kitguru.net/components/graphic-cards/anton-shilov/nvidia-vows-to-boost-geforce-gtx-970-performance-with-driver-update/,KitGuru,KitGuru,20150128T091159,,-0.284291,Somewhat-Bearish,1.000000,-0.261858,Somewhat-Bearish
NVDA,"Samsung to produce chips for Nvidia, Qualcomm – analyst","An analyst predicts that Samsung will significantly improve its contract semiconductor manufacturing business by producing chips for Nvidia and Qualcomm starting in Q2 this year, leveraging its 14nm FinFET fabrication process. This move comes as chip designers seek to diversify FinFET chip suppliers due to concerns about yields and manufacturing capacities at TSMC, a long-time Nvidia supplier.",https://www.kitguru.net/components/graphic-cards/anton-shilov/samsung-to-produce-chips-for-nvidia-analyst/,KitGuru,KitGuru,20150204T091159,,0.319039,Somewhat-Bullish,1.000000,0.406017,Bullish
NVDA,Supermicro X10DAX (Intel C612) Workstation Motherboard Review,"This review examines the Supermicro X10DAX workstation motherboard, highlighting its Hyper-Speed overclocking features and support for multi-GPU configurations. The article details its specifications, layout, BIOS, and performance through various benchmarks, comparing it to the X10DAi model. It concludes that the X10DAX offers excellent performance and stability for enthusiasts and professional applications requiring high-end computing power.",https://www.tweaktown.com/reviews/6955/supermicro-x10dax-intel-c612-workstation-motherboard-review/index.html,TweakTown,TweakTown,20150205T084200,,0.277233,Somewhat-Bullish,0.723316,0.328877,Somewhat-Bullish
