ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
NVDA,Why You Should Consider Investing in Samsung -- And How,"This article explores why Samsung Electronics Co., Ltd. (SSNLF) is a compelling investment opportunity, highlighting its dominance in smartphones, advancements in 5G and 6G technology, and strategic shift towards logic chips. It details Samsung's business segments and provides guidance on how U.S. investors can buy its shares, including direct purchase on the Korean exchange or through specific ETFs like iShares MSCI South Korea Capped ETF (EWY).",https://www.nasdaq.com/articles/why-you-should-consider-investing-in-samsung-and-how-2021-01-04,Nasdaq,Nasdaq,20210104T142500,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iL6g7S41B.jQ/v0/1200x805.jpg,0.290733,Somewhat-Bullish,0.638968,0.216857,Somewhat-Bullish
NVDA,"Advanced Micro Devices Inc. stock rises Tuesday, still underperforms market","Advanced Micro Devices Inc. (AMD) stock rose 0.51% on Tuesday, closing at $92.77, despite an overall strong day for the stock market where the S&P 500 and Dow Jones Industrial Average also saw gains. The stock remained $5.21 below its 52-week high and underperformed against competitors like NVIDIA Corp., Intel Corp., and Texas Instruments Inc. Trading volume was lower than its 50-day average.",https://www.marketwatch.com/story/advanced-micro-devices-inc-stock-rises-tuesday-still-underperforms-market-01609894691-1c0b2c852b30?gaa_at=eafs&gaa_n=AWEtsqdeIEIAm0qaUjZWil8fBw20WdoEGXbuLtR7mqhbvKm4qccTCh_VMnQa&gaa_ts=699baf1f&gaa_sig=TmoCb4n94n6t3hvnPutCljrayAcF5ymA_REVbsBYRFZbYjI1kQsALP9zDnJv63PvGssQa98PhTlZpaWnnldU-Q%3D%3D,MarketWatch,MarketWatch,20210105T195800,https://images.mktw.net/im-220105?width=700&height=466,0.23074,Somewhat-Bullish,0.701570,0.314902,Somewhat-Bullish
NVDA,Nvidia takeover of chip designer Arm investigated,"The UK's Competition and Markets Authority (CMA) has launched an investigation into Nvidia's proposed $40bn takeover of British chip designer Arm Holdings. The CMA will examine the merger's potential impact on competition, particularly concerning Arm's intellectual property licensing services to Nvidia's rivals. This marks a significant move by the CMA, now handling large competition cases post-Brexit, and aligns with broader international regulatory scrutiny of the deal.",https://www.bbc.co.uk/news/technology-55560417,BBC,BBC,20210106T012238,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/6F07/production/_113832482_armchip.jpg,-0.045342,Neutral,0.947617,0.327928,Somewhat-Bullish
NVDA,Rock star chip designer Jim Keller joins Tenstorrent,"Legendary computer chip designer Jim Keller has joined Toronto startup Tenstorrent Inc. as its new president and chief technology officer. Keller, known for his work at AMD, Apple, and Tesla, will guide Tenstorrent in its mission to create a machine learning training chip that utilizes software to optimize computing power and increase efficiency, challenging established players like Intel, AMD, and Nvidia.",https://siliconangle.com/2021/01/06/rock-star-chip-designer-jim-keller-joins-tenstorrent/,SiliconANGLE,SiliconANGLE,20210106T202200,,0.05811,Neutral,0.637769,-0.101558,Neutral
NVDA,NIO Partners with NVIDIA to Develop a New Generation of Automated Driving Electric Vehicles,"NIO and NVIDIA have announced a partnership to develop a new generation of automated driving electric vehicles, with NIO selecting NVIDIA DRIVE Orin™ system-on-a-chip (SoC) for its future EVs. The first model to feature the NVIDIA DRIVE Orin-powered supercomputer, dubbed Adam, will be the ET7 sedan, set to ship in China in 2022. This collaboration aims to accelerate autonomous driving development, with NIO’s in-house algorithms running on four NVIDIA Orin processors to achieve over 1,000 TOPS performance.",http://nvidianews.nvidia.com/news/nio-partners-with-nvidia-to-develop-a-new-generation-of-automated-driving-electric-vehicles,NVIDIA Newsroom,NVIDIA Newsroom,20210109T015411,https://s3.amazonaws.com/cms.ipressroom.com/219/files/201911/5df98c262cfac22a57e0b5b9_NVIDIA+Orin+press/NVIDIA+Orin+press_mid.jpg,0.834543,Bullish,1.000000,0.806034,Bullish
NVDA,Ampere—NVIDIA’s 2nd gen RTX architecture— Coming To Laptops January 26,"NVIDIA is bringing its 2nd generation Ampere RTX architecture to laptops, launching over 70 new GeForce RTX gaming and creator laptops starting January 26th. These new laptops will feature GeForce RTX 30 Series Laptop GPUs, offering up to 2X efficiency and accelerated performance, alongside new 3rd generation Max-Q Technologies for optimal power and performance, including Dynamic Boost 2.0 and WhisperMode 2.0. The release also emphasizes widespread availability of 1440p displays and high refresh rate esports laptops, as well as enhanced NVIDIA Studio laptops for creators.",https://www.nvidia.com/en-us/geforce/news/rtx-30-series-laptops/,NVIDIA,NVIDIA,20210112T015411,,0.55631,Bullish,1.000000,0.811474,Bullish
NVDA,NVIDIA Ampere Architecture Powers Record 70+ New GeForce RTX Laptops,"NVIDIA has launched over 70 new GeForce RTX 30 Series laptops powered by the NVIDIA Ampere architecture, offering up to 2x efficiency and featuring third-generation Max-Q technology. These new laptops deliver stunning ray-traced gaming experiences and enhance content creation, with models starting at $999. The lineup includes RTX 3060, RTX 3070, and RTX 3080 GPUs, bringing significant performance improvements over previous generations and introducing advanced features like Dynamic Boost 2.0, WhisperMode 2.0, Resizable BAR, and NVIDIA DLSS.",http://nvidianews.nvidia.com/news/nvidia-ampere-architecture-powers-record-70+-new-geforce-rtx-laptops,NVIDIA Newsroom,NVIDIA Newsroom,20210112T015411,https://s3.amazonaws.com/cms.ipressroom.com/219/files/20210/5ffcae512cfac23acbc31a39_EMBARGOED+GeForce+Ampere+RTX+Laptop/EMBARGOED+GeForce+Ampere+RTX+Laptop_mid.jpg,0.628918,Bullish,1.000000,0.947313,Bullish
NVDA,"NVIDIA Ampere Architecture for Every Gamer: GeForce RTX 3060 Available Late February, At $329","NVIDIA is launching the GeForce RTX 3060 in late February for $329, bringing its Ampere architecture to a wider range of gamers. The new GPU offers significant performance improvements over the GeForce GTX 1060, including twice the raster performance and 10x the ray tracing performance, along with 12GB of GDDR6 memory. It also supports key advancements like NVIDIA DLSS, Resizable BAR, and NVIDIA Reflex, improving gaming, content creation, and streaming experiences.",https://www.nvidia.com/en-us/geforce/news/geforce-rtx-3060/,NVIDIA,NVIDIA,20210112T015411,https://www.nvidia.com/akam/13/pixel_1410a4e4?a=dD02MGE5NzI5MjljMjg1MGIyYzU3NzkzZmM1YjA5ODBiZTRiOWU5MTJiJmpzPW9mZg==,0.20873,Somewhat-Bullish,1.000000,0.411317,Bullish
NVDA,"In return to Intel, VMware chief Pat Gelsinger to take over as CEO","Intel Corp. has appointed VMware CEO Pat Gelsinger as its new Chief Executive, replacing Robert Swan. Gelsinger, a former Intel CTO, is expected to lead the company's turnaround amidst investor pressure and challenges in chip manufacturing, with his appointment effective February 15. The news caused Intel's shares to rise, while VMware's shares fell due to Gelsinger's departure.",https://siliconangle.com/2021/01/13/return-intel-vmware-chief-pat-gelsinger-take-ceo/,SiliconANGLE,SiliconANGLE,20210113T014429,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2016/08/pat-gelsinger-vmworld.jpg,0.021569,Neutral,0.620479,-0.124077,Neutral
NVDA,Intel CEO Bob Swan Is Replaced by VMware’s Pat Gelsinger,"Intel CEO Bob Swan is being replaced by VMware CEO Pat Gelsinger, who is returning to Intel to address the company's challenges in the chip industry. Gelsinger's appointment is seen as a move to bring back technical leadership and address manufacturing delays that have plagued Intel, causing it to lag behind competitors. The change in leadership was welcomed by investors and analysts who believe Gelsinger is the best option to lead Intel through its critical transformation period.",https://www.datacenterknowledge.com/operations-and-management/intel-ceo-bob-swan-is-replaced-by-vmware-s-pat-gelsinger,Data Center Knowledge,Data Center Knowledge,20210113T020858,https://eu-images.contentstack.com/v3/assets/blt8eb3cdfc1fce5194/blt8cb891ed73c383a7/66211610dfaab584a070a3c2/Pat-Gelsinger-CEO-VMware_0.jpg?width=1280&auto=webp&quality=80&format=jpg&disable=upscale,0.231599,Somewhat-Bullish,0.607600,0.216430,Somewhat-Bullish
NVDA,"Qualcomm eyes challenge to Apple, Intel with $1.4 billion deal for chip startup","Qualcomm Inc announced its acquisition of Nuvia Inc, a chip startup founded by former Apple executives, for $1.4 billion. This move aims to enhance Qualcomm's chip performance in smartphones, laptops, and automotive processors, challenging rivals like Apple and Intel. The deal also helps Qualcomm reduce its reliance on Arm Ltd's licensed technology by incorporating Nuvia's custom core designs.",https://www.reuters.com/business/qualcomm-eyes-challenge-apple-intel-with-14-billion-deal-chip-startup-2021-01-13/,Reuters,Reuters,20210113T130400,https://www.reuters.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-2.images.arcpublishing.com%2Freuters%2FV75LBSU6NVMW3E5IICFCDV7TNY.jpg?auth=da75231be4d80a373461719cbf81b297b87fa13caccb908759fb964b0f92b74b&width=960&height=540&quality=80,0.214423,Somewhat-Bullish,0.587454,-0.127252,Neutral
NVDA,Intel reportedly plans to switch to TSMC to make 7nm GPUs,"Intel is reportedly planning to outsource the manufacturing of its 7nm GPUs to TSMC, due to internal struggles with 7nm chip development. While Intel has historically manufactured its own processors, this move signifies a shift towards outsourcing to keep pace with rivals like AMD and Nvidia, who already use TSMC for their 7nm products. Despite this, Intel is expected to continue manufacturing its 10nm CPUs in-house for the time being.",https://www.datacenterdynamics.com/en/news/intel-reportedly-plans-switch-tsmc-make-7nm-gpus/,Data Center Dynamics,Data Center Dynamics,20210114T020646,https://media.datacenterdynamics.com/media/images/IntelLogo.width-358.jpg,0.249982,Somewhat-Bullish,0.641706,0.124311,Neutral
NVDA,"TSMC to Spend Up to Record $28 Billion on Advanced Chips, Capacity","Taiwan Semiconductor Manufacturing Co. (TSMC), a major chip supplier, announced plans to significantly increase its capital expenditures to between $25 billion and $28 billion in 2021. This substantial investment, representing at least a 47% year-over-year increase, aims to develop advanced chips and expand plant capacity. The move comes in response to a global surge in semiconductor demand that has resulted in supply shortages.",https://www.wsj.com/business/earnings/tsmc-to-spend-up-to-record-28-billion-in-advanced-chips-capacity-11610623587?gaa_at=eafs&gaa_n=AWEtsqcTUw4E1MlNGyKoYCyHUhvipcdCLxsY_bu23qHgQNjk2cZncnyu5epc&gaa_ts=699bb9b9&gaa_sig=K40RYvj9-iugTUSN1qpkUnyJkzUUgdwYWZGrMY62KvggOtWY70Bh7lcYrcGqRsQMrYNXe1BzJ3ESs0NXnaQpRQ%3D%3D,The Wall Street Journal,The Wall Street Journal,20210114T020646,https://images.wsj.net/im-08913058?size=1.5,0.188445,Somewhat-Bullish,0.597502,0.113722,Neutral
NVDA,Graniteshares 2x Short NVDA Daily ETF (NVD) interactive stock chart,"This page provides an interactive stock chart and financial data for the Graniteshares 2x Short NVDA Daily ETF (NVD). It includes real-time pricing, historical data, and recent news related to NVIDIA, which is the underlying asset for this inverse ETF. The article also lists related tickers for various other ETFs.",https://uk.finance.yahoo.com/quote/NVD/chart/,Yahoo Finance UK,Yahoo Finance UK,20210114T091154,https://s.yimg.com/uu/api/res/1.2/qYj8GuSv6cx90Q8WuTFxXw--~B/Zmk9ZmlsbDtoPTYzO3B5b2ZmPTA7dz04NDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/proactive_uk_164/58da8869033f16e08f14bea28143c64e.cf.webp,0.172471,Somewhat-Bullish,0.807726,0.636352,Bullish
