ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
NVDA,Roth/MKM initiates Tennant Company stock with Buy rating on market share potential,"Roth/MKM has initiated coverage of Tennant Company (NYSE:TNC) with a Buy rating and a $102.00 price target, citing the company's potential to expand its market share in the mechanized cleaning market. The firm highlighted Tennant's differentiated product portfolio, extensive service network, and under-leveraged balance sheet as key competitive advantages. This follows Tennant's Q2 2025 earnings which fell short of analyst expectations, though Freedom Broker also initiated coverage with a Buy rating.",https://www.investing.com/news/analyst-ratings/rothmkm-initiates-tennant-company-stock-with-buy-rating-on-market-share-potential-93CH-4306718,Investing.com,Investing.com,20251110T011041,https://i-invdn-com.investing.com/news/news_six_pile_69x52._800x533_L_1419494215.jpg,0.163059,Somewhat-Bullish,0.591998,0.099219,Neutral
NVDA,Rumble Advances Bid To Acquire Northern Data To Boost Cloud Computing Capabilities,"Rumble Inc. has finalized an acquisition deal with Northern Data AG, exchanging 2.0281 Class A shares for each Northern Data share, which will enhance Rumble's cloud computing capabilities by adding approximately 22,400 Nvidia GPUs and data centers. Additionally, Rumble secured a $100 million advertising commitment from Tether, aiming to build an AI ecosystem. This acquisition follows Rumble's previous moves, including a partnership with Perplexity and a strategic investment from Tether, as it seeks to create a ""Freedom-First"" tech ecosystem.",https://www.benzinga.com/m-a/25/11/48745714/rumble-advances-bid-to-acquire-northern-data-to-boost-cloud-computing-capabilities,Benzinga,Benzinga,20251110T034500,https://cdn.benzinga.com/files/images/story/2025/11/10/Portland--Or--Usa---Jan-14--2022-Rumble-.jpeg?quality=85&auto=webp&width=850,0.381586,Bullish,0.860069,0.301540,Somewhat-Bullish
NVDA,"U.S. Equity ETF Tracker | The Dow Jones Industrial Average rose over 1% to hit a new all-time high, while the 3x leveraged Dow 30 ETF surged nearly 4%; 'NVIDIA's close ally' cut its annual revenue guidance, leading to a nearly 33% rise in the 2x inverse C","The Dow Jones Industrial Average reached a new all-time high, with its 3x leveraged ETF gaining almost 4%, while other major U.S. indices had mixed performances. Shares of specific chip companies declined, and a key NVIDIA ally saw its 2x inverse ETF surge by nearly 33% after cutting revenue guidance. The report also details top-performing and declining ETFs across various categories including large-cap indices, industries, bonds, and commodities.",https://news.futunn.com/en/post/64758655/us-equity-etf-tracker-the-dow-jones-industrial-average-rose,富途牛牛,富途牛牛,20251110T034517,NULL,-0.185003,Somewhat-Bearish,0.848422,-0.311846,Somewhat-Bearish
NVDA,JEPI ETF Rises to $57.11 as 8.3% Yield and Low Volatility Draw Retiree Demand — Still a Buy in 2025?,"The JPMorgan Equity Premium Income ETF (JEPI) has risen to $57.11, showing a steady recovery in 2025. This ETF attracts income investors due to its 8.32% yield, monthly dividends, and substantial assets under management ($40.68B), with covered-call premiums contributing to its income generation.",https://www.tradingnews.com/news/jepi-etf-edges-to-57-usd-yiekd-holds-above-8-percent,TradingNEWS,TradingNEWS,20251110T041130,https://www.tradingnews.com/Warehouse/content/pics/pic_39141_a_8030a50e-85ad-41bd-9b78-e0f26a247684.jpg?1=1,0.44775,Bullish,0.618246,0.337017,Somewhat-Bullish
NVDA,JEPQ ETF (NASDAQ:JEPQ) Nears Record $59 as 10.3% Yield and $31.3B AUM Attract Massive Inflows — JPMorgan’s Income Giant Gains Momentum,"The JPMorgan Nasdaq Equity Premium Income ETF (JEPQ) is approaching a record high of $59, driven by its 10.32% annual yield and substantial $31.34 billion in assets under management (AUM). The ETF, which uses a covered-call strategy on Nasdaq 100 large-cap equities, has seen significant institutional demand and strong performance, offering both income and some capital appreciation. With a BUY rating, JEPQ is projected to reach $62–$65 in 2026, solidifying its position as a key income-generating product for investors seeking cash flow stability and tech exposure.",https://www.tradingnews.com/news/jepq-etf-nadaq-jepq-climbs-toward-59-usd-10-yeild-31b-usd-aum,TradingNEWS,TradingNEWS,20251110T041221,https://www.tradingnews.com/Warehouse/content/pics/pic_39124_a_f887bae5-c3c8-4007-ad95-9baaa55953f2.jpg?1=1,0.346936,Somewhat-Bullish,0.608913,0.345050,Somewhat-Bullish
NVDA,Navitas Semiconductor: Rise Fueled by AI Chip Partnership?,"Navitas Semiconductor Corporation's stock has risen by 13.01% due to positive market sentiment, including a 36% jump after unveiling new AI chips for NVIDIA platforms. The company is strategically shifting its focus towards high-power AI data centers and has moved to raise $100M through private stock placement. Despite a projected Q4 revenue shortfall, Navitas's strong balance sheet and focus on advanced semiconductor technologies like GaN and SiC position it for long-term growth in the evolving tech landscape.",https://stockstotrade.com/news/navitas-semiconductor-corporation-nvts-news-2025_11_10/,StocksToTrade,StocksToTrade,20251110T043154,https://content.stockstotrade.com/wp-content/uploads/2025/11/ai-semiconductor-market-growth.png,0.320039,Somewhat-Bullish,0.648953,0.309909,Somewhat-Bullish
NVDA,Rumble Advances Bid To Acquire Northern Data To Boost Cloud Computing Capabilities,"Rumble Inc. has finalized an acquisition deal with Germany’s Northern Data AG, significantly enhancing its cloud computing capabilities. The deal will add approximately 22,400 Nvidia GPUs and four data centers to Rumble's assets. This acquisition is part of Rumble's strategy to build a ""Freedom-First"" tech ecosystem and follows a $100 million advertising commitment with Tether.",https://www.sahmcapital.com/news/content/rumble-advances-bid-to-acquire-northern-data-to-boost-cloud-computing-capabilities-2025-11-10,Sahm,Sahm,20251110T050110,https://editorial-assets.benzinga.com/wp-content/uploads/2025/11/10023905/image-179.png,0.379024,Bullish,0.885288,0.318984,Somewhat-Bullish
NVDA,SCHMID Group secures major orders for Panel Level Packaging (PLP) and modified-Semi-Additive (mSAP) production equipment,"SCHMID Group announced two significant orders for its Panel Level Packaging and mSAP production equipment, driven by the surge in AI-driven semiconductor demand. These projects involve delivering advanced equipment to customers in Southeast Asia and China for AI Server PCB production, underscoring SCHMID's role in next-generation electronics manufacturing. The demand is fueled by projected growth in semiconductor revenues, expected to reach $1.1 trillion by 2029, and a 24% increase in AI server shipments in 2025.",https://www.sahmcapital.com/news/content/schmid-group-secures-major-orders-for-panel-level-packaging-plp-and-modified-semi-additive-msap-production-equipment-2025-11-10,Sahm,Sahm,20251110T050240,https://ml-eu.globenewswire.com/Resource/Download/51ef63b0-fb14-455d-a887-b3184224753a,0.44208,Bullish,0.627271,0.331798,Somewhat-Bullish
NVDA,Centessa Pharmaceuticals stock falls after announcing public offering,"Centessa Pharmaceuticals PLC (NASDAQ:CNTA) stock dropped 2.5% in after-hours trading following the announcement of a new public offering of American Depositary Shares. The clinical-stage pharmaceutical company is offering ADSs, with underwriters having a 30-day option to purchase additional shares. This decline in stock price is a typical market reaction to public offerings, which can dilute existing shareholders' stakes.",https://www.investing.com/news/stock-market-news/centessa-pharmaceuticals-stock-falls-after-announcing-public-offering-93CH-4349782,Investing.com,Investing.com,20251110T051153,https://i-invdn-com.investing.com/news/LYNXMPEA6606G_L.jpg,-0.236776,Somewhat-Bearish,0.549687,0.049238,Neutral
NVDA,Nvidia’s Jensen Huang wants wants a lot more production from Taiwan Semi. Here’s what that means for the AI story.,"Nvidia CEO Jensen Huang highlighted strong demand for its next-generation Blackwell chips and praised Taiwan Semiconductor Manufacturing Co. (TSMC) for its support in wafer production. This signals continued high demand for TSMC's products, with JPMorgan forecasting strong performance well into 2026. The news caused TSMC shares to climb, aligning with a surge in tech stocks.",https://www.marketwatch.com/story/nvidias-jensen-huang-wants-wants-a-lot-more-production-from-taiwan-semi-heres-what-that-means-for-the-ai-story-7a04b3bd?gaa_at=eafs&gaa_n=AWEtsqcs87TSXepMrPNPmpVpy-qlXK03AXJOYYJYySulEkMo88WF8F5j89eC&gaa_ts=6914305e&gaa_sig=LXpj-MH2ZEz9Ep5Z151sW9J-oQPZx958wt8FyH00qseKDjopg9xP-0Cy2Q3b1wV1iAMyvcUxFzvXdAi1f3AR2A%3D%3D,MarketWatch,MarketWatch,20251110T055600,,0.424496,Bullish,1.000000,0.436328,Bullish
NVDA,Nvidia’s Jensen Huang wants wants a lot more production from Taiwan Semi. Here’s what that means for the AI story.,"Nvidia CEO Jensen Huang expressed strong demand for more production from Taiwan Semiconductor Manufacturing Co. (TSMC), indicating significant demand for Nvidia's next-generation Blackwell chips. This comes as JPMorgan forecasts sustained high demand for TSMC's products through 2026, aligning with a surge in tech stocks. The statement highlights the critical role TSMC plays in the AI sector's growth.",https://www.marketwatch.com/story/nvidias-jensen-huang-wants-wants-a-lot-more-production-from-taiwan-semi-heres-what-that-means-for-the-ai-story-7a04b3bd?gaa_at=eafs&gaa_n=AWEtsqf3BR9plbKSqLhorH2guPFG3pGr8AgiBTWFwPUFZ2yntzs9sPRONU8Y&gaa_ts=69144c64&gaa_sig=kq8Pz7CkbxhxaHX7FVzCQFzd0HXn7F3ATPurZLbz4upEjU2C9-DwXsWTlKnAiQ8v-Hc-spGxSAGmwLgfO0frjw%3D%3D,MarketWatch,MarketWatch,20251110T055600,,0.040548,Neutral,0.333672,0.019151,Neutral
NVDA,Nvidia’s Jensen Huang wants wants a lot more production from Taiwan Semi. Here’s what that means for the AI story.,"Nvidia CEO Jensen Huang has expressed a desire for significantly increased production from Taiwan Semiconductor Manufacturing Company (TSMC) to meet the ""very strong demand"" for its next-generation Blackwell chips. JPMorgan anticipates robust demand for TSMC's products extending into 2026, indicating sustained growth in the AI sector. This demand signals a continued reliance on TSMC's advanced manufacturing capabilities for supplying critical components to leading AI hardware developers like Nvidia.",https://www.marketwatch.com/story/nvidias-jensen-huang-wants-wants-a-lot-more-production-from-taiwan-semi-heres-what-that-means-for-the-ai-story-7a04b3bd?gaa_at=eafs&gaa_n=AWEtsqde3CfQlutG5JlOdPcQzVBwqVZNEJXZybgmMGxpdmNPRfYIpg180xwQ&gaa_ts=6912c2a6&gaa_sig=GO2EZAkKF_MBVyN8qbiyrrbBNXOlm9TSAhk3qNTTpWodMHlkzZvv6m4_bxFMbTajnE_mE44slqJW2ZEi1z9OIQ%3D%3D,MarketWatch,MarketWatch,20251110T055600,,0.366196,Bullish,1.000000,0.433542,Bullish
NVDA,Nvidia’s Jensen Huang wants wants a lot more production from Taiwan Semi. Here’s what that means for the AI story.,"Nvidia CEO Jensen Huang expressed strong demand for increased production from Taiwan Semiconductor Manufacturing Co. (TSMC), especially for its next-generation Blackwell chips, highlighting TSMC's crucial support. This comes as JPMorgan anticipates sustained high demand for TSMC's products through 2026, boosting confidence in the chip equipment supplier amidst surging tech stocks. The article suggests that this increased demand from Nvidia signals a robust future for the AI story.",https://www.marketwatch.com/story/nvidias-jensen-huang-wants-wants-a-lot-more-production-from-taiwan-semi-heres-what-that-means-for-the-ai-story-7a04b3bd?gaa_at=eafs&gaa_n=AWEtsqe0GfNgiChhj3Hd_yQCYIPXfXyj9T8CHmEshHQEspuC_M8_RXPpLCNp&gaa_ts=6913bfcb&gaa_sig=Hks_goLmWsQrn1QG1Ik7MpO-fgA-DNsvqwuYpZ-82D9GWKEdEaYSeASUjlmLK7Bg537aJVlLPyQJCYAy7Gg2YQ%3D%3D,MarketWatch,MarketWatch,20251110T055600,,0.334917,Somewhat-Bullish,0.929697,0.300452,Somewhat-Bullish
