ticker,title,summary,url,source,source_domain,time_published,banner_image,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label
NVDA,"Gold Just Crossed $4,200 per Ounce. Here's How Much You Should Buy, According to Hedge Fund Legend Ray Dalio. - AOL.com","Gold has surged to $4,200 per ounce, achieving a 58% return in 2025 due to inflation and rising government debt. Hedge fund legend Ray Dalio suggests allocating 15% of a portfolio to gold, although the author suggests a smaller allocation, noting gold's historical underperformance compared to stocks over longer periods. Investors can easily invest in gold through ETFs like the SPDR Gold Trust (GLD).",https://www.aol.com/articles/gold-just-crossed-4-200-082300041.html,AOL.com,AOL.com,20251018T001238,https://s.yimg.com/ny/api/res/1.2/INsMxckpP2AC1Lwy5t1L5g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyNDI7aD04Mjk-/https://media.zenfs.com/en/aol_the_motley_fool_392/b28b3537972e85d88404f92f7cdb1d10,0.14099,Neutral,0.614165,0.140606,Neutral
NVDA,Nvidia launches first US-made Blackwell chip with TSMC,"Nvidia has launched its first US-made Blackwell AI chip, produced by TSMC in the United States. This marks a significant move towards localizing advanced chip manufacturing and highlights the growing collaboration between Nvidia and TSMC within the US. The Blackwell chip is crucial for accelerating AI development and infrastructure.",https://www.techinasia.com/news/nvidia-launches-first-us-made-blackwell-chip-with-tsmc,Tech in Asia,Tech in Asia,20251018T002800,,0.323145,Somewhat-Bullish,1.000000,0.410992,Bullish
NVDA,Nvidia unveils first Blackwell chip wafer made with TSMC in US - The Business Times,"Nvidia has unveiled its first US-made Blackwell wafer, produced at TSMC's Phoenix facility, amidst accelerating demand for AI chips. This move aims to bolster the US supply chain and establish America's leadership in the AI era. TSMC's Arizona plant will manufacture advanced chips crucial for AI, telecommunications, and high-performance computing.",https://www.businesstimes.com.sg/companies-markets/telcos-media-tech/nvidia-unveils-first-blackwell-chip-wafer-made-tsmc-us,The Business Times,The Business Times,20251018T002900,https://cassette.sphdigital.com.sg/image/businesstimes/08ed6669ec053bc7efdbf838161d4f573348d1bd498c8dd968520d44e1eb1895?w=1570&h=1046&dpr=1&f=webp,0.28916,Somewhat-Bullish,1.000000,0.474523,Bullish
NVDA,Nvidia NVDA and TSM TSM Unveil First U.S.-Made Blackwell Wafer: What Traders Should Watch Now - Blockchain News,"Nvidia (NVDA) and Taiwan Semiconductor (TSM) have unveiled the first Blackwell chip wafer made in the U.S., a significant step for domestic AI chip production and supply chain stability. This development has profound implications for traders, affecting Nvidia and TSMC stock performance, and driving interest and trading volumes in AI-linked digital assets and crypto tokens. The move signals a broader convergence of traditional stocks and cryptocurrencies within the AI sector, presenting new opportunities for cross-market strategies and long-term institutional investment flows.",https://blockchain.news/flashnews/nvidia-nvda-and-tsm-tsm-unveil-first-u-s-made-blackwell-wafer-what-traders-should-watch-now,Blockchain News,Blockchain News,20251018T003208,https://image.blockchain.news/features/DC3788979712BF4DFF603597AAC46E7C52F8B5EF76BC21453D757F37CDB271FE.jpg,0.273287,Somewhat-Bullish,1.000000,0.446966,Bullish
NVDA,TSMC Arizona begins mass-producing NVIDIA AI chips - 12News,"TSMC Arizona has commenced mass production of NVIDIA's Blackwell AI chips, marking a significant milestone for the facility. NVIDIA CEO Jensen Huang confirmed the initial delivery of chips, with promises of rapidly scaling production. TSMC also plans to bring its advanced 2-nanometer production process to Arizona sooner than anticipated, further strengthening the AI supply chain in the US.",https://www.12news.com/article/tech/tsmc-arizona-mass-producing-nvidia-ai-chips/75-6384149d-381e-4627-9b8a-2a71437a5ea4,12News,12News,20251018T010200,https://www.12news.com/article/tech/tsmc-arizona-mass-producing-nvidia-ai-chips/75-6384149d-381e-4627-9b8a-2a71437a5ea4,0.735436,Bullish,0.960753,0.726100,Bullish
NVDA,Magnetar Financial sells CoreWeave (CRWV) shares worth $68.7 million - Investing.com India,"Magnetar Financial LLC, a significant owner of CoreWeave, Inc. (NASDAQ:CRWV), sold 493,142 shares worth approximately $68.7 million on October 15, 2025. This transaction occurred while CoreWeave’s stock, currently valued at $73.5 billion, trades near its 52-week high after a 250% return in six months, though InvestingPro analysis suggests it may be overvalued. Despite the sale, Magnetar Financial and its affiliates retain substantial holdings in the company, which boasts a strong gross profit margin but is currently unprofitable.",https://m.in.investing.com/news/insider-trading-news/magnetar-financial-sells-coreweave-crwv-shares-worth-687-million-93CH-5051859?ampMode=1,Investing.com India,Investing.com India,20251018T012114,https://i-invdn-com.investing.com/news/World_News_10_M_1440052130.jpg,0.216624,Somewhat-Bullish,0.302048,0.225364,Somewhat-Bullish
NVDA,Coreweave: Magnetar Financial sells $43.5 million in shares By Investing.com - Investing.com Australia,"Magnetar Financial LLC, a significant owner of CoreWeave, Inc. (CRWV), sold over $43.5 million in Class A Common Stock on October 16, 2025. This transaction comes as CoreWeave, valued at $73.48 billion and near its 52-week high, is considered overvalued by InvestingPro. Despite its recent 250% price return, the company remains unprofitable.",https://m.au.investing.com/news/insider-trading-news/coreweave-magnetar-financial-sells-435-million-in-shares-93CH-4068422?ampMode=1,Investing.com Australia,Investing.com Australia,20251018T013034,https://i-invdn-com.investing.com/news/international_newspapers_108x81.jpg,0.30052,Somewhat-Bullish,0.341475,0.333701,Somewhat-Bullish
NVDA,Nvidia leadership visits TSMC as the company eyes AZ expansion - Yahoo News Canada,Nvidia leadership visited TSMC's north Phoenix campus to discuss potential expansion plans in Arizona. This visit indicates Nvidia's continued interest in increasing its chip manufacturing capabilities within the state.,https://ca.news.yahoo.com/nvidia-leadership-visits-tsmc-company-013220848.html,Yahoo News Canada,Yahoo News Canada,20251018T013200,https://s.yimg.com/uu/api/res/1.2/FpX3tHRFxFb8R_.jyWLHKA--~B/Zmk9c3RyaW07aD0zNjA7dz02NDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/video.knxv.scripps.com/af810d839e1ed76cebfdc518f77191d4,0.134799,Neutral,1.000000,0.226029,Somewhat-Bullish
NVDA,Is Bitcoin a Millionaire Maker?,"This article explores Bitcoin's potential to continue making millionaires, citing its past performance and future catalysts like halvings and institutional adoption. It also addresses challenges such as regulation and market crashes, concluding that future growth will be volatile but potentially significant.",https://www.aol.com/articles/bitcoin-millionaire-maker-100600814.html,AOL.com,AOL.com,20251018T015504,https://s.yimg.com/ny/api/res/1.2/XvYEufgXAPB4r1gRIprOWA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyNDI7aD03NDM-/https://media.zenfs.com/en/aol_the_motley_fool_392/13a4bdbbb19f8cadc3f1f868c46ec1ce,0.108299,Neutral,0.326408,0.120381,Neutral
NVDA,Cambricon Q3 revenue surges 14x as China shifts from Nvidia - Tech in Asia,"Cambricon, a Chinese AI chipmaker, reported a significant 14x year-on-year revenue increase in Q3 2023, reaching US$98.5 million. This surge highlights China's growing emphasis on domestic chip alternatives amidst US export restrictions, positioning Cambricon as a key player in reducing reliance on foreign tech like Nvidia. The company's expansion into new markets and focus on AI processors for various applications are driving this rapid growth.",https://www.techinasia.com/news/cambricon-q3-revenue-surges-14x-as-china-shifts-from-nvidia,Tech in Asia,Tech in Asia,20251018T021500,,-0.080573,Neutral,0.801956,-0.338487,Somewhat-Bearish
